Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,Train_AverageReturn,Train_StdReturn,Train_MaxReturn,Train_MinReturn,Train_AverageEpLen,Actor Loss,Baseline Loss,Train_EnvstepsSoFar,TimeSinceStart,Initial_DataCollection_AverageReturn,step
-109.452065,92.625435,18.246235,-198.58095,1000.0,-143.7778,84.12619,-26.17391,-235.28305,1000.0,-0.11131085455417633,21.07895851135254,350000,87.55420112609863,,69
-53.489624,107.98763,30.193481,-205.96501,1000.0,-141.3405,66.149506,-51.732895,-241.63748,1000.0,-0.052656225860118866,23.00586700439453,355000,88.09628987312317,,70
-46.24113,68.087105,26.066837,-137.4628,1000.0,-100.12066,92.1363,64.36066,-205.79837,1000.0,-0.08446904271841049,24.228755950927734,360000,95.22966289520264,,71
-74.79516,43.727837,-24.246397,-130.92084,1000.0,-92.82988,21.912561,-63.661423,-126.36156,1000.0,-0.04716800898313522,15.047734260559082,365000,95.76101183891296,,72
-40.936,86.6622,37.163826,-161.78334,1000.0,-34.861862,29.955591,6.082905,-75.240295,1000.0,-0.09586787223815918,14.067018508911133,370000,96.29577398300171,,73
-42.76,76.99016,60.67295,-123.92886,1000.0,-46.296772,74.62407,67.11263,-164.88162,1000.0,-0.05874573439359665,17.236658096313477,375000,96.83931493759155,,74
91.59794,62.437885,148.672,4.7115517,1000.0,27.570673,46.890785,80.19478,-36.123558,1000.0,-0.07606499642133713,18.487407684326172,380000,97.3741888999939,,75
68.892265,47.78301,117.5999,3.9737015,1000.0,30.51275,76.187874,153.41461,-83.89787,1000.0,-0.07935639470815659,21.137544631958008,385000,97.90979409217834,,76
48.524837,112.08148,166.26407,-102.24959,1000.0,70.47815,177.47296,214.08795,-269.28497,1000.0,-0.07070350646972656,20.825061798095703,390000,98.44506907463074,,77
19.99289,142.29425,140.7467,-179.79482,1000.0,120.33325,224.1402,274.94385,-317.15884,1000.0,-0.0732329934835434,22.040483474731445,395000,98.97968792915344,,78
-110.41096,202.78813,129.10306,-366.7671,1000.0,-19.447166,256.6865,328.39197,-323.2943,1000.0,-0.05251137539744377,34.20785903930664,400000,99.53108286857605,,79
72.99787,186.3342,207.64865,-190.49716,1000.0,-13.643872,298.6026,240.57068,-500.26532,1000.0,-0.05252409726381302,29.950668334960938,405000,100.0848240852356,,80
-60.99605,343.96848,249.99931,-540.4272,1000.0,-56.368927,238.93137,239.05139,-473.75494,1000.0,-0.03533514216542244,34.54005813598633,410000,107.30908584594727,,81
74.33268,69.76247,168.54402,1.8622808,1000.0,26.27262,182.24155,253.30087,-199.6109,1000.0,-0.08725228160619736,31.754499435424805,415000,107.843759059906,,82
-11.653279,102.16924,77.73134,-154.65948,1000.0,112.24507,97.65856,249.49779,-24.992474,1000.0,-0.048978790640830994,15.487318992614746,420000,108.39731192588806,,83
134.79652,18.770426,161.13766,118.779625,1000.0,138.37215,37.006523,173.57103,76.9612,1000.0,-0.08157019317150116,12.000239372253418,425000,108.93623971939087,,84
116.01717,92.6988,187.72638,-14.879229,1000.0,124.802475,45.648342,171.45609,47.91744,1000.0,-0.08518045395612717,13.601481437683105,430000,109.47590398788452,,85
117.741356,95.01007,214.18282,-11.50193,1000.0,177.98833,91.90621,299.06567,35.589157,1000.0,-0.10357606410980225,18.272993087768555,435000,110.0181188583374,,86
39.922535,205.51262,189.35696,-250.67697,1000.0,132.61656,39.458916,179.27066,76.86844,1000.0,-0.07337156683206558,21.99044418334961,440000,110.55678582191467,,87
140.25642,96.22253,272.04953,45.01544,1000.0,132.38937,182.69914,350.36694,-193.91519,1000.0,-0.04123685136437416,25.048730850219727,445000,111.09218287467957,,88
115.09497,86.99839,219.4777,6.5009155,1000.0,92.62406,216.67888,265.64844,-328.059,1000.0,-0.06591127812862396,22.710546493530273,450000,111.62550091743469,,89
150.97458,84.964966,243.61252,38.38173,1000.0,147.81442,60.478695,237.79349,74.31904,1000.0,-0.0347125343978405,17.696266174316406,455000,112.16330289840698,,90
-4.2370377,100.89001,107.712425,-136.81906,1000.0,-84.41104,245.70674,170.236,-397.70953,1000.0,-0.04962723329663277,28.648555755615234,460000,119.185476064682,,91
-94.328064,192.51395,52.16989,-366.31354,1000.0,-61.701366,167.18887,100.393875,-329.57693,1000.0,-0.04121972993016243,24.22764015197754,465000,119.72703003883362,,92
16.115927,223.78238,260.2058,-280.37936,1000.0,-234.42056,272.57788,124.0789,-539.77734,1000.0,0.0007734679966233671,28.909069061279297,470000,120.26792192459106,,93
186.00761,170.08452,337.4515,-51.55278,1000.0,61.176197,177.3032,208.87537,-269.31967,1000.0,-0.05017472431063652,23.820812225341797,475000,120.81027507781982,,94
334.38098,30.03565,371.39606,297.8284,1000.0,160.06973,156.00613,317.6278,-135.71985,1000.0,-0.043469641357660294,26.80533790588379,480000,121.35261583328247,,95
-0.31698608,173.62979,187.87933,-231.00784,1000.0,150.91367,197.6966,338.46005,-204.91821,1000.0,-0.079402856528759,27.640600204467773,485000,121.89273595809937,,96
95.23022,36.80971,146.31566,61.019135,1000.0,172.68192,57.983723,271.00635,101.81554,1000.0,-0.05221929773688316,26.022218704223633,490000,122.42690205574036,,97
117.67019,8.596888,129.74545,110.4075,1000.0,143.3418,41.16256,205.09247,93.36139,1000.0,-0.0576385073363781,21.618000030517578,495000,122.96558880805969,,98
178.84862,63.559895,251.46616,96.66164,1000.0,89.09811,38.96196,139.0416,43.225815,1000.0,-0.1204422265291214,17.801359176635742,500000,123.49920511245728,,99
