Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,Train_AverageReturn,Train_StdReturn,Train_MaxReturn,Train_MinReturn,Train_AverageEpLen,Actor Loss,Train_EnvstepsSoFar,TimeSinceStart,Initial_DataCollection_AverageReturn,step
-376.969,31.742754,-335.70065,-412.90338,1000.0,-401.24283,46.02433,-324.0452,-458.06012,1000.0,-53.02509307861328,355000,38.62899899482727,,70
-372.74136,70.0463,-291.90997,-462.74982,1000.0,-373.98175,54.960957,-274.11847,-439.90466,1000.0,-49.34268569946289,360000,39.16592216491699,,71
-401.7421,22.293974,-370.22412,-418.20416,1000.0,-393.1957,35.920452,-349.02936,-452.03098,1000.0,-51.895599365234375,365000,39.70322895050049,,72
-389.77182,21.690575,-361.3332,-413.9488,1000.0,-419.84122,56.272606,-362.52472,-494.70044,1000.0,-55.26191329956055,370000,40.2418999671936,,73
-484.47787,112.97592,-362.38342,-634.7722,1000.0,-442.7037,53.661606,-378.02444,-516.776,1000.0,-58.210594177246094,375000,40.77569580078125,,74
-370.8594,2.985469,-368.3822,-375.05896,1000.0,-400.26163,29.612055,-357.8561,-440.95673,1000.0,-51.9312858581543,380000,41.31389117240906,,75
-382.7325,32.80879,-336.4644,-408.87823,1000.0,-417.35468,69.57813,-292.25763,-493.4762,1000.0,-55.005001068115234,385000,41.853496074676514,,76
-362.79947,65.79597,-305.87103,-455.0056,1000.0,-407.38266,61.00167,-329.11566,-509.7718,1000.0,-54.223724365234375,390000,42.387511014938354,,77
-382.6206,71.27236,-289.3245,-462.30652,1000.0,-384.37003,79.82382,-248.07635,-480.28137,1000.0,-49.40095901489258,395000,42.93087887763977,,78
-414.74707,58.146584,-353.53745,-492.9079,1000.0,-370.5215,31.13134,-311.636,-402.02414,1000.0,-48.7253303527832,400000,43.46865200996399,,79
-406.9795,58.464443,-325.10944,-457.91998,1000.0,-384.55917,44.11678,-322.14532,-438.50897,1000.0,-50.22221374511719,405000,44.05521488189697,,80
-409.65454,27.82514,-384.32013,-448.39825,1000.0,-436.86603,69.09424,-352.40997,-539.73944,1000.0,-56.10244369506836,410000,44.58865475654602,,81
-472.84677,52.251648,-426.49786,-545.86285,1000.0,-392.56635,69.20639,-279.3274,-484.18677,1000.0,-51.02546310424805,415000,45.12410283088684,,82
-390.33093,47.84604,-343.323,-455.9841,1000.0,-354.80997,47.50403,-298.52252,-434.82404,1000.0,-45.87767791748047,420000,45.65921688079834,,83
-427.4872,24.930191,-393.05658,-451.2729,1000.0,-437.45306,55.589764,-338.25366,-500.84088,1000.0,-56.620880126953125,425000,46.18875002861023,,84
-349.54614,39.481995,-293.7103,-377.56628,1000.0,-357.72504,13.626959,-336.71594,-372.56085,1000.0,-46.28319549560547,430000,46.72385096549988,,85
-355.9741,10.224998,-346.86652,-370.25488,1000.0,-370.83444,79.26295,-244.62872,-475.81146,1000.0,-47.35255813598633,435000,47.26152992248535,,86
-393.10217,34.937614,-351.40262,-436.90442,1000.0,-334.04257,22.91484,-307.1397,-369.1167,1000.0,-43.51782989501953,440000,47.792186975479126,,87
-305.59827,68.33038,-232.88634,-397.07495,1000.0,-380.05035,16.907925,-365.3385,-412.41614,1000.0,-48.69736099243164,445000,48.326632022857666,,88
-379.04614,51.953625,-307.4932,-429.276,1000.0,-361.97226,20.458427,-332.87512,-388.87958,1000.0,-45.91880798339844,450000,48.85505485534668,,89
-365.11935,5.7196264,-358.57886,-372.5112,1000.0,-369.37192,56.599552,-263.86957,-430.5292,1000.0,-46.96262741088867,455000,49.38489294052124,,90
-347.50778,46.345985,-283.026,-389.92224,1000.0,-387.94696,113.63871,-297.7293,-611.8871,1000.0,-49.46562957763672,460000,49.918456077575684,,91
-320.4541,19.715277,-293.94717,-341.19592,1000.0,-404.4297,52.51156,-328.81952,-493.80524,1000.0,-50.9394645690918,465000,50.44937086105347,,92
-316.00223,92.63451,-245.7118,-446.88757,1000.0,-285.51688,13.156171,-264.72867,-303.53247,1000.0,-36.65060043334961,470000,50.98667907714844,,93
-339.2985,100.149185,-211.96465,-456.67163,1000.0,-316.50726,70.482216,-235.5653,-435.81854,1000.0,-40.08786392211914,475000,51.524457931518555,,94
-274.37964,36.93239,-222.9249,-307.87286,1000.0,-311.5158,39.76057,-261.56934,-360.17294,1000.0,-39.42585372924805,480000,52.06218910217285,,95
-230.88441,44.064144,-192.65741,-292.6183,1000.0,-314.79816,41.67443,-269.21448,-385.43127,1000.0,-39.176822662353516,485000,52.59354591369629,,96
-335.71255,69.53865,-277.16656,-433.4159,1000.0,-287.10645,69.01327,-170.2594,-384.614,1000.0,-35.9058952331543,490000,53.125454902648926,,97
-301.15717,69.89322,-206.09662,-372.14404,1000.0,-274.56885,46.71872,-225.95651,-355.12225,1000.0,-33.834373474121094,495000,53.67113399505615,,98
-275.51004,14.473661,-257.58267,-293.0287,1000.0,-245.87146,38.438408,-216.3521,-320.00574,1000.0,-29.67694664001465,500000,54.20433211326599,,99
